company,security,acquired,acquired_last,lots_spanned,cost,value,markup_pct,shares,in_thousands,doc,cost_per_share,mark_per_share,filer,cik,adsh,form,file_date,period
Databricks,Databricks Inc Series G 0.00%(c),02/01/2021,02/01/2021,1,340724.0,423580.0,24.317629518319816,,False,https://www.sec.gov/Archives/edgar/data/356476/000089843024000466/8dcc2d5ee6faac7.htm,,,"EMPOWER FUNDS, INC.  (CIK 0000356476)",0000356476,0000898430-24-000466,N-CSRS,2024-08-29,2024-06-28
Databricks,Databricks Inc. - Series G,02/01/21,02/01/21,1,598439.0,761242.0,27.204610662072493,3374.0,False,https://www.sec.gov/Archives/edgar/data/1126087/000119312522065797/d124632dncsr.htm,177.36781268524007,225.62003556609366,Brighthouse Funds Trust I  (CIK 0001126087),0001126087,0001193125-22-065797,N-CSR,2022-03-04,2021-12-31
Databricks,Databricks Inc. - Series H,08/31/21,08/31/21,1,895478.0,916468.0,2.3439995175760897,4062.0,False,https://www.sec.gov/Archives/edgar/data/1126087/000119312522065797/d124632dncsr.htm,220.45248645987198,225.61989167897588,Brighthouse Funds Trust I  (CIK 0001126087),0001126087,0001193125-22-065797,N-CSR,2022-03-04,2021-12-31
Databricks,"Databricks,  Inc.",7/24/2020,7/24/2020,1,543644.0,2496060.0,359.1350221836349,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924032357/tm246730d12_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-032357,N-CSR,2024-03-08,2023-12-31
Databricks,"Databricks,  Inc.",7/24/2020,7/24/2020,1,543644.0,3141300.0,477.8229871018534,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465925022071/tm252795d2_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-25-022071,N-CSR,2025-03-10,2024-12-31
Databricks,"Databricks,  Inc. Series J",12/17/24,12/17/24,1,476560.0,476560.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1807486/000113322825001959/taet-efp14690_ncsr.htm,,,Alger ETF Trust  (CIK 0001807486),0001807486,0001133228-25-001959,N-CSR,2025-03-03,2024-12-31
Databricks,"Databricks,  Inc. Series J",12/17/24,12/17/24,1,6290278.0,6290278.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/832566/000113322825001965/tae-efp14689_ncsr.htm,,,ALGER PORTFOLIOS  (CIK 0000832566),0000832566,0001133228-25-001965,N-CSR,2025-03-03,2024-12-31
Databricks,"Databricks,  Inc.(a)(b)(d)",9/23/22,9/23/22,1,400000.0,2000000.0,400.0,26371.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000101376223002458/ea160399_ncsr.htm,15.168177164309279,75.8408858215464,Ark Venture Fund  (CIK 0001905088),0001905088,0001013762-23-002458,N-CSR,2023-10-06,2023-07-31
Databricks,"Databricks,  Inc., - Series F",10/22/2019,10/22/2019,1,1050475.0,5393209.0,413.4066969704182,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924032357/tm246730d12_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-032357,N-CSR,2024-03-08,2023-12-31
Databricks,"Databricks,  Inc., - Series F",10/22/2019,10/22/2019,1,1050475.0,6787372.0,546.124086722673,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465925022071/tm252795d2_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-25-022071,N-CSR,2025-03-10,2024-12-31
Databricks,"Databricks,  Inc., - Series G",2/1/2021,2/1/2021,1,467542.0,581238.0,24.317815297876976,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924032357/tm246730d12_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-032357,N-CSR,2024-03-08,2023-12-31
Databricks,"Databricks,  Inc., - Series G",2/1/2021,2/1/2021,1,467542.0,731490.0,56.45439340209008,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465925022071/tm252795d2_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-25-022071,N-CSR,2025-03-10,2024-12-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,141432.0,141432.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825006823/taf-efp16482_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-006823,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,141432.0,229350.0,62.162735448837616,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825014263/taf-efp21605_ncsr.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-014263,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,141432.0,229350.0,62.162735448837616,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826001753/af-efp22859_ncsra.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-001753,N-CSR,2026-02-20,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,141432.0,262881.0,85.87094858306466,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,476560.0,614067.0,28.854079234514018,,False,https://www.sec.gov/Archives/edgar/data/1807486/000113322825009096/aet-efp17444_ncsrs.htm,,,Alger ETF Trust  (CIK 0001807486),0001807486,0001133228-25-009096,N-CSRS,2025-08-28,2025-06-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,476560.0,978880.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/1807486/000113322826002295/aetft-efp22939_ncsr.htm,,,Alger ETF Trust  (CIK 0001807486),0001807486,0001133228-26-002295,N-CSR,2026-02-26,2025-12-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,5022288.0,5022288.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825006823/taf-efp16482_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-006823,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,5022288.0,8144250.0,62.16214601791057,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825014263/taf-efp21605_ncsr.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-014263,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,5022288.0,8144250.0,62.16214601791057,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826001753/af-efp22859_ncsra.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-001753,N-CSR,2026-02-20,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,5022288.0,9334939.0,85.87024479679381,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,6290278.0,8105278.0,28.85405064768203,,False,https://www.sec.gov/Archives/edgar/data/832566/000113322825009098/aet-efp17445_ncsrs.htm,,,ALGER PORTFOLIOS  (CIK 0000832566),0000832566,0001133228-25-009098,N-CSRS,2025-08-28,2025-06-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,6290278.0,12920570.0,105.40538907819337,,False,https://www.sec.gov/Archives/edgar/data/832566/000113322826002293/tap-efp22938_ncsr.htm,,,ALGER PORTFOLIOS  (CIK 0000832566),0000832566,0001133228-26-002293,N-CSR,2026-02-26,2025-12-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,20121803.0,20121803.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825006823/taf-efp16482_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-006823,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,20121803.0,32629950.0,62.16215813264845,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825014263/taf-efp21605_ncsr.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-014263,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,20121803.0,32629950.0,62.16215813264845,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826001753/af-efp22859_ncsra.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-001753,N-CSR,2026-02-20,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,20121803.0,37400449.0,85.87026719225905,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,22159947.0,22159947.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825006827/taif-efp16484_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-006827,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,22159947.0,35935050.0,62.16216582106446,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825014265/aif-efp21607_ncsr.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-014265,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,22159947.0,41188754.0,85.87027306518378,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,30105605.0,30105605.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322825006820/taf-efp16481_ncsrs.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-25-006820,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,30105605.0,48819900.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322825014258/tafii-efp21606_ncsr.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-25-014258,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,30105605.0,55957369.0,85.87026900804685,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322826009583/afii-efp25653_ncsrs.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-26-009583,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,51068787.0,82814250.0,62.16216374984587,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825014265/aif-efp21607_ncsr.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-014265,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,51068787.0,94921693.0,85.87027140472321,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series J",12/17/24,12/17/24,1,51068788.0,51068787.0,-1.958143203140139e-06,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825006827/taif-efp16484_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-006827,N-CSRS,2025-06-27,2025-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,246450.0,246450.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825014263/taf-efp21605_ncsr.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-014263,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,246450.0,246450.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826001753/af-efp22859_ncsra.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-001753,N-CSR,2026-02-20,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,246450.0,282481.0,14.620004057618186,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,391800.0,391800.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322825014258/tafii-efp21606_ncsr.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-25-014258,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,391800.0,449081.0,14.619959162838182,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322826009583/afii-efp25653_ncsrs.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-26-009583,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,667050.0,667050.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825014265/aif-efp21607_ncsr.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-014265,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,667050.0,764573.0,14.620043475001875,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,1500750.0,1500750.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322825014265/aif-efp21607_ncsr.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-25-014265,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,1500750.0,1720160.0,14.620023321672493,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,2446500.0,2446500.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322825014263/taf-efp21605_ncsr.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-25-014263,N-CSR,2025-12-30,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,2446500.0,2446500.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826001753/af-efp22859_ncsra.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-001753,N-CSR,2026-02-20,2025-10-31
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,2446500.0,2804178.0,14.619987737584307,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series K",9/8/25,9/8/25,1,4725900.0,5986140.0,26.66666666666666,,False,https://www.sec.gov/Archives/edgar/data/1807486/000113322826002295/aetft-efp22939_ncsr.htm,,,Alger ETF Trust  (CIK 0001807486),0001807486,0001133228-26-002295,N-CSR,2026-02-26,2025-12-31
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,212420.0,192218.0,-9.510403916768661,,False,https://www.sec.gov/Archives/edgar/data/92751/000113322826009583/afii-efp25653_ncsrs.htm,,,ALGER FUNDS II  (CIK 0000092751),0000092751,0001133228-26-009583,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,390830.0,390830.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/832566/000113322826002293/tap-efp22938_ncsr.htm,,,ALGER PORTFOLIOS  (CIK 0000832566),0000832566,0001133228-26-002293,N-CSR,2026-02-26,2025-12-31
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,965200.0,873405.0,-9.510464152507247,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,1506890.0,1506890.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1807486/000113322826002295/aetft-efp22939_ncsr.htm,,,Alger ETF Trust  (CIK 0001807486),0001807486,0001133228-26-002295,N-CSR,2026-02-26,2025-12-31
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,1863710.0,1686461.0,-9.51054616866358,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,2896550.0,2621073.0,-9.510521137214967,,False,https://www.sec.gov/Archives/edgar/data/3521/000113322826009580/af-efp25652_ncsrs.htm,,,ALGER FUNDS  (CIK 0000003521),0000003521,0001133228-26-009580,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks,  Inc., Series L",12/16/25,12/16/25,1,7916350.0,7163464.0,-9.510519368143145,,False,https://www.sec.gov/Archives/edgar/data/911415/000113322826009585/aif-efp25654_ncsrs.htm,,,ALGER INSTITUTIONAL FUNDS  (CIK 0000911415),0000911415,0001133228-26-009585,N-CSRS,2026-06-25,2026-04-30
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,543360.0,-0.05224006886860311,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921033958/tm211583d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-033958,N-CSR,2021-03-10,2020-12-31
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,1877762.0,245.40287393956336,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922096860/tm2220910d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-096860,N-CSRS,2022-09-01,2022-06-30
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,2007804.0,269.3233071642472,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921112302/tm2121336d13_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-112302,N-CSRS,2021-09-02,2021-06-30
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,2037600.0,274.8040997417428,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923029955/tm232302d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-029955,N-CSR,2023-03-08,2022-12-31
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,2484513.0,357.01102191875566,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923098122/tm2321466d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-098122,N-CSRS,2023-09-05,2023-06-30
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,2495521.0,359.03587641912725,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922030433/tm222386d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-030433,N-CSR,2022-03-04,2021-12-31
Databricks,"Databricks, Inc.",7/24/2020,7/24/2020,1,543644.0,2496060.0,359.1350221836349,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924097400/tm2421797d7_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-097400,N-CSRS,2024-09-05,2024-06-30
Databricks,"Databricks, Inc. (Series B Preferred Shares)",3/12/2025,3/12/2025,1,925.0,1500.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843225000854/nbef-ncsr_100combined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-25-000854,N-CSR,2025-10-30,2025-08-31
Databricks,"Databricks, Inc. (Series B Preferred Shares)",3/12/2025,3/12/2025,1,925.0,1900.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843226000303/ncsrs-nbefcombined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-26-000303,N-CSRS,2026-05-01,2026-02-28
Databricks,"Databricks, Inc. (Series B Preferred Shares)",3/12/2025,3/26/2025,2,3515.0,3515.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1317474/000207111125000021/nbaf-combined33.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0002071111-25-000021,N-CSRS,2025-06-26,2025-04-30
Databricks,"Databricks, Inc. (Series B Preferred Shares)",3/12/2025,3/26/2025,2,3515.0,5700.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000011/ncsr-nbaf_combined1.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000011,N-CSR,2026-01-02,2025-10-31
Databricks,"Databricks, Inc. (Series B Preferred Shares)",3/12/2025,3/26/2025,2,3515.0,7220.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000457/nbaf-ncsrs_combined.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000457,N-CSRS,2026-07-01,2026-04-30
Databricks,"Databricks, Inc. (Series C Preferred Shares)",3/12/2025,3/12/2025,1,74092.0,120150.0,62.163256491928955,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843225000854/nbef-ncsr_100combined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-25-000854,N-CSR,2025-10-30,2025-08-31
Databricks,"Databricks, Inc. (Series C Preferred Shares)",3/12/2025,3/12/2025,1,74092.0,152190.0,105.40679155644335,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843226000303/ncsrs-nbefcombined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-26-000303,N-CSRS,2026-05-01,2026-02-28
Databricks,"Databricks, Inc. (Series C Preferred Shares)",3/12/2025,3/26/2025,2,287305.0,287305.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1317474/000207111125000021/nbaf-combined33.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0002071111-25-000021,N-CSRS,2025-06-26,2025-04-30
Databricks,"Databricks, Inc. (Series C Preferred Shares)",3/12/2025,3/26/2025,2,287305.0,465900.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000011/ncsr-nbaf_combined1.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000011,N-CSR,2026-01-02,2025-10-31
Databricks,"Databricks, Inc. (Series C Preferred Shares)",3/12/2025,3/26/2025,2,287305.0,590140.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000457/nbaf-ncsrs_combined.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000457,N-CSRS,2026-07-01,2026-04-30
Databricks,"Databricks, Inc. (Series D Preferred Shares)",3/12/2025,3/12/2025,1,1523105.0,2469900.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843225000854/nbef-ncsr_100combined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-25-000854,N-CSR,2025-10-30,2025-08-31
Databricks,"Databricks, Inc. (Series D Preferred Shares)",3/12/2025,3/12/2025,1,1523105.0,3128540.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843226000303/ncsrs-nbefcombined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-26-000303,N-CSRS,2026-05-01,2026-02-28
Databricks,"Databricks, Inc. (Series D Preferred Shares)",3/12/2025,3/26/2025,2,5902795.0,5902795.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1317474/000207111125000021/nbaf-combined33.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0002071111-25-000021,N-CSRS,2025-06-26,2025-04-30
Databricks,"Databricks, Inc. (Series D Preferred Shares)",3/12/2025,3/26/2025,2,5902795.0,9572100.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000011/ncsr-nbaf_combined1.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000011,N-CSR,2026-01-02,2025-10-31
Databricks,"Databricks, Inc. (Series D Preferred Shares)",3/12/2025,3/26/2025,2,5902795.0,12124660.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000457/nbaf-ncsrs_combined.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000457,N-CSRS,2026-07-01,2026-04-30
Databricks,"Databricks, Inc. (Series E Preferred Shares)",3/12/2025,3/12/2025,1,588115.0,953700.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843225000854/nbef-ncsr_100combined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-25-000854,N-CSR,2025-10-30,2025-08-31
Databricks,"Databricks, Inc. (Series E Preferred Shares)",3/12/2025,3/12/2025,1,588115.0,1208020.0,105.40540540540539,,False,https://www.sec.gov/Archives/edgar/data/44402/000089843226000303/ncsrs-nbefcombined.htm,,,NEUBERGER BERMAN EQUITY FUNDS  (CIK 0000044402),0000044402,0000898432-26-000303,N-CSRS,2026-05-01,2026-02-28
Databricks,"Databricks, Inc. (Series E Preferred Shares)",3/12/2025,3/26/2025,2,2279385.0,2279385.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1317474/000207111125000021/nbaf-combined33.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0002071111-25-000021,N-CSRS,2025-06-26,2025-04-30
Databricks,"Databricks, Inc. (Series E Preferred Shares)",3/12/2025,3/26/2025,2,2279385.0,3696300.0,62.16216216216217,,False,https://www.sec.gov/Archives/edgar/data/1317474/000089843226000011/ncsr-nbaf_combined1.htm,,,NEUBERGER BERMAN ALTERNATIVE FUNDS  (CIK 0001317474),0001317474,0000898432-26-000011,N-CSR,2026-01-02,2025-10-31
