company,security,acquired,acquired_last,lots_spanned,cost,value,markup_pct,shares,in_thousands,doc,cost_per_share,mark_per_share,filer,cik,adsh,form,file_date,period
SpaceX,Space Exploration Technologies Corp.*(a)(b),4/26/24,4/26/24,1,12998974.0,34628934.0,166.3974402902875,82254.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,158.0345515111727,421.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
SpaceX,Space Exploration Technologies Corp.*(a)(b)(c),10/31/23,10/31/23,1,2000000.0,2309524.0,15.476200000000006,23810.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390024029849/ea0200726-01_ncsrs.htm,83.99832003359933,96.99806803863923,Ark Venture Fund  (CIK 0001905088),0001905088,0001213900-24-029849,N-CSRS,2024-04-03,2024-01-31
SpaceX,Space Exploration Technologies Corp.*(a)(b)(c),10/31/23,10/31/23,1,6999961.0,7309485.0,4.42179606429236,75356.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390024086293/ea0212303-01_ncsr.htm,92.89188651202294,96.99937629385849,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-24-086293,N-CSR,2024-10-08,2024-07-31
SpaceX,Space Exploration Technologies Corp.*(a)(b)(c),10/31/23,10/31/23,1,6999962.0,15975370.0,128.22081034154186,75356.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025097285/ea0254858-01_ncsr.htm,92.89189978236637,211.99864642496948,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-097285,N-CSR,2025-10-08,2025-07-31
SpaceX,Space Exploration Technologies Corp.*(a)(b)(c),10/31/23,10/31/23,1,6999963.0,13940771.0,99.15492410459883,75356.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025029197/ea0233699-01_ncsrs.htm,92.89191305270981,184.99881893943416,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-029197,N-CSRS,2025-04-07,2025-01-31
SpaceX,"Space Exploration Technologies Corp., Class A and Class C",06/08/2022,06/08/2022,1,3419945.0,4415413.0,29.107719568589552,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424005739/fp0087134-2_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-005739,N-CSR,2024-03-08,2023-12-31
SpaceX,"Space Exploration Technologies Corp., Class A and Class C",06/08/2022,06/08/2022,1,3419945.0,5051844.0,47.71711240970249,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424017567/fp0089609-2_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-017567,N-CSRS,2024-09-06,2024-06-30
SpaceX,"Space Exploration Technologies Corp., Series A",06/09/2022,06/09/2022,1,618618.0,882700.0,42.68902618417181,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424005739/fp0087134-2_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-005739,N-CSR,2024-03-08,2023-12-31
SpaceX,"Space Exploration Technologies Corp., Series A",06/09/2022,06/09/2022,1,618618.0,1019200.0,64.75433951162105,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424017567/fp0089609-2_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-017567,N-CSRS,2024-09-06,2024-06-30
SpaceX,"Space Exploration Technologies Corp., Series D*(a)(b)",1/31/25,1/31/25,1,6998550.0,6998550.0,0.0,3783.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025029197/ea0233699-01_ncsrs.htm,1850.0,1850.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-029197,N-CSRS,2025-04-07,2025-01-31
SpaceX,"Space Exploration Technologies Corp., Series D*(a)(b)",1/31/25,1/31/25,1,6998550.0,8019960.0,14.5945945945946,3783.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390025097285/ea0254858-01_ncsr.htm,1850.0,2120.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-25-097285,N-CSR,2025-10-08,2025-07-31
SpaceX,"Space Exploration Technologies Corp., Series D*(a)(b)",1/31/25,1/31/25,1,6998550.0,15926430.0,127.56756756756755,3783.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,1850.0,4210.0,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
SpaceX,U First Capital Fund III LLC (invested in Space Exploration Technologi,10/31/2023,10/31/2023,1,2000000.0,10023808.0,401.1904,23810.0,False,https://www.sec.gov/Archives/edgar/data/1905088/000121390026041819/ea0279145-01_ncsrs.htm,83.99832003359933,420.99151616967663,ARK Venture Fund  (CIK 0001905088),0001905088,0001213900-26-041819,N-CSRS,2026-04-09,2026-01-31
Stripe,"Fund FG-RTA, a series of Forge Investments LLC (economic exposure to S",01/10/22,01/10/22,1,3478813.0,2650541.0,-23.80904061241579,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390026025304/ea0276106-01_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-26-025304,N-CSR,2026-03-10,2025-12-31
Stripe,"Fund FG-RTA, a series of Forge Investments LLC (economic exposure to S",1/10/2022,1/10/2022,1,3478813.0,1350053.0,-61.19213651323023,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425011504/fp0093574-2_ncsrsa.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-011504,N-CSRS,2025-06-06,2024-06-30
Stripe,"Fund FG-RTA, a series of Forge Investments LLC (economic exposure to S",1/10/2022,1/10/2022,1,3478813.0,1394712.0,-59.90839404130086,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425009943/fp0093529-1_ncsraixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-009943,N-CSR,2025-05-21,2023-12-31
Stripe,"Fund FG-RTA, a series of Forge Investments LLC (economic exposure to S",1/10/2022,1/10/2022,1,3478813.0,1711736.0,-50.79540061509486,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834425005937/fp0092321-2_ncsrixbrl.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-25-005937,N-CSR,2025-03-25,2024-12-31
Stripe,"Fund FG-RTA, a series of Forge Investments LLC (economic exposure to S",1/10/2022,1/10/2022,1,3478813.0,1780441.0,-48.82044536455395,,False,https://www.sec.gov/Archives/edgar/data/1843974/000121390025084014/ea0251788-01_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001213900-25-084014,N-CSRS,2025-09-03,2025-06-30
Stripe,Stripe Global Holdings Inc. (Class B Common Stock) (b)(c)(d)(e),2/13/2026,2/13/2026,1,230747.0,230747.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/2085091/000208509126000012/ck0002085091-20260331.htm,,,Robinhood Ventures Fund I  (RVI)  (CIK 0002085091),0002085091,0002085091-26-000012,N-CSR,2026-06-05,2026-03-31
Stripe,"Stripe Global Holdings, Inc. 1.000% 03/26/2029",03/26/2029,03/26/2029,1,13000.0,12802.0,-1.523076923076927,,False,https://www.sec.gov/Archives/edgar/data/810893/000119312526251107/d112232dncsr.htm,,,PIMCO FUNDS  (CIK 0000810893),0000810893,0001193125-26-251107,N-CSR,2026-06-01,2026-03-31
Stripe,"Stripe Global Holdings, Inc. 1.000% due 03/26/2029",03/26/2029,03/26/2029,1,28300.0,27868.0,-1.5265017667844494,,False,https://www.sec.gov/Archives/edgar/data/810893/000119312526251123/d108372dncsr.htm,,,PIMCO FUNDS  (CIK 0000810893),0000810893,0001193125-26-251123,N-CSR,2026-06-01,2026-03-31
Stripe,"Stripe Global Holdings, Inc. 5.170% 03/26/2031",03/26/2031,03/26/2031,1,13000.0,12702.0,-2.2923076923076935,,False,https://www.sec.gov/Archives/edgar/data/810893/000119312526251107/d112232dncsr.htm,,,PIMCO FUNDS  (CIK 0000810893),0000810893,0001193125-26-251107,N-CSR,2026-06-01,2026-03-31
Stripe,"Stripe Global Holdings, Inc. 5.170% due 03/26/2031",03/26/2031,03/26/2031,1,28300.0,27652.0,-2.2897526501766796,,False,https://www.sec.gov/Archives/edgar/data/810893/000119312526251123/d108372dncsr.htm,,,PIMCO FUNDS  (CIK 0000810893),0000810893,0001193125-26-251123,N-CSR,2026-06-01,2026-03-31
Stripe,"Stripe Inc, Series C",12/17/2019,12/17/2019,1,313988.0,313988.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1688680/000110465920057313/tm2015014-2_ncsrs.htm,,,Brinker Capital Destinations Trust  (CIK 0001688680),0001688680,0001104659-20-057313,N-CSR,2020-05-06,2020-02-29
Stripe,"Stripe Inc., Class B Shares, Private Placement",12/17/2019,12/17/2019,1,313988.0,313988.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1688680/000110465920119866/tm2032577d2_ncsrs.htm,,,Brinker Capital Destinations Trust  (CIK 0001688680),0001688680,0001104659-20-119866,N-CSRS,2020-10-30,2020-08-31
Stripe,"Stripe,  Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/67160/000113322825009467/mml-efp16220_ncsrs.htm,,,MML SERIES INVESTMENT FUND  (CIK 0000067160),0000067160,0001133228-25-009467,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe,  Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/933691/000138713125000238/jnlst-ncsrs_063025.htm,,,JNL SERIES TRUST  (CIK 0000933691),0000933691,0001387131-25-000238,N-CSRS,2025-08-28,2025-06-30
Stripe,"Stripe,  Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/353905/000139834425016853/primary-document.htm,,,NATIONWIDE VARIABLE INSURANCE TRUST  (CIK 0000353905),0000353905,0001398344-25-016853,N-CSRS,2025-08-27,2025-06-30
Stripe,"Stripe,  Inc., Series H, 6.00% noncumulative preferred shares (a)(b)",3/15/2021,3/15/2021,1,2113000.0,2181000.0,3.2181732134406005,,True,https://www.sec.gov/Archives/edgar/data/67160/000113322826003098/msif-efp21121_ncsr.htm,,,MML SERIES INVESTMENT FUND  (CIK 0000067160),0000067160,0001133228-26-003098,N-CSR,2026-03-05,2025-12-31
Stripe,"Stripe,  Inc., Series H, 6.00% noncumulative preferred shares (a)(c)",3/15/2021,3/15/2021,1,2113000.0,1869000.0,-11.547562707051584,,True,https://www.sec.gov/Archives/edgar/data/67160/000113322825009467/mml-efp16220_ncsrs.htm,,,MML SERIES INVESTMENT FUND  (CIK 0000067160),0000067160,0001133228-25-009467,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe,  Inc., Series H, 6.00% noncumulative preferred shares (a)(c)",3/15/2021,3/15/2021,1,2113000.0,1869000.0,-11.547562707051584,,True,https://www.sec.gov/Archives/edgar/data/933691/000138713125000238/jnlst-ncsrs_063025.htm,,,JNL SERIES TRUST  (CIK 0000933691),0000933691,0001387131-25-000238,N-CSRS,2025-08-28,2025-06-30
Stripe,"Stripe,  Inc., Series H, 6.00% noncumulative preferred shares (a)(c)",3/15/2021,3/15/2021,1,2113000.0,1869000.0,-11.547562707051584,,True,https://www.sec.gov/Archives/edgar/data/353905/000139834425016853/primary-document.htm,,,NATIONWIDE VARIABLE INSURANCE TRUST  (CIK 0000353905),0000353905,0001398344-25-016853,N-CSRS,2025-08-27,2025-06-30
Stripe,"Stripe,  Inc., Series H, 6.00% noncumulative preferred shares1,3",3/15/2021,3/15/2021,1,2113000.0,1369000.0,-35.21060104117368,,True,https://www.sec.gov/Archives/edgar/data/353905/000139834424016148/fp0089217-1_ncsrs.htm,,,NATIONWIDE VARIABLE INSURANCE TRUST  (CIK 0000353905),0000353905,0001398344-24-016148,N-CSRS,2024-08-28,2024-06-30
Stripe,"Stripe,  Inc., Series I, 6.00% noncumulative preferred shares (a)(b)",3/15/2023,3/15/2023,1,55638000.0,114458000.0,105.71911283655058,,True,https://www.sec.gov/Archives/edgar/data/67160/000113322826003098/msif-efp21121_ncsr.htm,,,MML SERIES INVESTMENT FUND  (CIK 0000067160),0000067160,0001133228-26-003098,N-CSR,2026-03-05,2025-12-31
Stripe,"Stripe,  Inc., Series I, 6.00% noncumulative preferred shares (a)(c)",3/15/2023,3/15/2023,1,55637000.0,98099000.0,76.31971529737405,,True,https://www.sec.gov/Archives/edgar/data/67160/000113322825009467/mml-efp16220_ncsrs.htm,,,MML SERIES INVESTMENT FUND  (CIK 0000067160),0000067160,0001133228-25-009467,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe,  Inc., Series I, 6.00% noncumulative preferred shares (a)(c)",3/15/2023,3/15/2023,1,55637000.0,98099000.0,76.31971529737405,,True,https://www.sec.gov/Archives/edgar/data/933691/000138713125000238/jnlst-ncsrs_063025.htm,,,JNL SERIES TRUST  (CIK 0000933691),0000933691,0001387131-25-000238,N-CSRS,2025-08-28,2025-06-30
Stripe,"Stripe,  Inc., Series I, 6.00% noncumulative preferred shares (a)(c)",3/15/2023,3/15/2023,1,55637000.0,98099000.0,76.31971529737405,,True,https://www.sec.gov/Archives/edgar/data/353905/000139834425016853/primary-document.htm,,,NATIONWIDE VARIABLE INSURANCE TRUST  (CIK 0000353905),0000353905,0001398344-25-016853,N-CSRS,2025-08-27,2025-06-30
Stripe,"Stripe, Inc.",01/10/2022,01/10/2022,1,3478813.0,1350053.0,-61.19213651323023,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424017567/fp0089609-2_ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-017567,N-CSRS,2024-09-06,2024-06-30
Stripe,"Stripe, Inc.",01/10/2022,01/10/2022,1,3478813.0,1394712.0,-59.90839404130086,,False,https://www.sec.gov/Archives/edgar/data/1843974/000139834424005739/fp0087134-2_ncsr.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001398344-24-005739,N-CSR,2024-03-08,2023-12-31
Stripe,"Stripe, Inc.",1/10/2022,1/10/2022,1,3478813.0,987880.0,-71.60295767550599,,False,https://www.sec.gov/Archives/edgar/data/1843974/000157587223001423/dti-20230630.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0001575872-23-001423,N-CSRS,2023-09-07,2023-06-30
Stripe,"Stripe, Inc.",1/10/2022,1/10/2022,1,3478813.0,2870888.0,-17.475069801107445,,False,https://www.sec.gov/Archives/edgar/data/1843974/000089418923001091/destiny-ncsrs.htm,,,Destiny Tech100 Inc.  (DXYZ)  (CIK 0001843974),0001843974,0000894189-23-001091,N-CSRS,2023-02-10,2022-06-30
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,1171276.0,17.973232127892725,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312523061284/d400324dncsr.htm,15.690002844590538,18.510003476721767,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-23-061284,N-CSR,2023-03-06,2022-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,1645228.0,65.71061367885001,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312524214985/d836915dncsrs.htm,15.690002844590538,26.0,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-24-214985,N-CSRS,2024-09-06,2024-06-30
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,1740778.0,75.3345984013408,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312525049358/d851312dncsr.htm,15.690002844590538,27.510003476721767,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-25-049358,N-CSR,2025-03-07,2024-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,2246369.0,126.2587225230452,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312525196826/d39713dncsrs.htm,15.690002844590538,35.5,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-25-196826,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,2620975.0,163.98977873396507,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312526095939/d31699dncsr.htm,15.690002844590538,41.420003792787384,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-26-095939,N-CSR,2026-03-06,2025-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,4090923.0,312.0458446141946,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312522065694/d901546dncsr.htm,15.690002844590538,64.65000474098423,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-22-065694,N-CSR,2022-03-04,2021-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807093.0,1185178.0,46.84528300951687,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922096860/tm2220910d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-096860,N-CSRS,2022-09-01,2022-06-30
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,807094.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465920030730/tm209668d7_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-20-030730,N-CSR,2020-03-09,2019-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,807094.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465920102959/tm2026033d17_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-20-102959,N-CSRS,2020-09-08,2020-06-30
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,807094.0,0.0,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921033958/tm211583d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-033958,N-CSR,2021-03-10,2020-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,952154.0,17.973123328881147,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923029955/tm232302d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-029955,N-CSR,2023-03-08,2022-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,1149170.0,42.383662869504654,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924032357/tm246730d12_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-032357,N-CSR,2024-03-08,2023-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,1337440.0,65.71056159505584,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465924097400/tm2421797d7_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-24-097400,N-CSRS,2024-09-05,2024-06-30
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,1415114.0,75.33447157332355,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465925022071/tm252795d2_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-25-022071,N-CSR,2025-03-10,2024-12-31
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,2064030.0,155.73601092313908,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465921112302/tm2121336d13_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-21-112302,N-CSRS,2021-09-02,2021-06-30
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807094.0,3325596.0,312.0456848892446,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465922030433/tm222386d16_ncsr.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-22-030433,N-CSR,2022-03-04,2021-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,992832.0,0.0,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312520061353/d838638dncsr.htm,15.690002844590538,15.690002844590538,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-20-061353,N-CSR,2020-03-04,2019-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,992832.0,0.0,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312520239710/d945293dncsrs.htm,15.690002844590538,15.690002844590538,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-20-239710,N-CSRS,2020-09-04,2020-06-30
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,992832.0,0.0,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312521071374/d61765dncsr.htm,15.690002844590538,15.690002844590538,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-21-071374,N-CSR,2021-03-05,2020-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,1273786.0,28.29824179720235,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312523229403/d529674dncsrs.htm,15.690002844590538,20.12999778754069,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-23-229403,N-CSRS,2023-09-06,2023-06-30
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,1413631.0,42.383706407529175,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312524060398/d30203dncsr.htm,15.690002844590538,22.340007585574764,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-24-060398,N-CSR,2024-03-06,2023-12-31
Stripe,"Stripe, Inc. - Class B",12/17/19,12/17/19,1,992832.0,2539030.0,155.7361164829498,63278.0,False,https://www.sec.gov/Archives/edgar/data/710826/000119312521263183/d192730dncsrs.htm,15.690002844590538,40.125003950820194,Brighthouse Funds Trust II  (CIK 0000710826),0000710826,0001193125-21-263183,N-CSRS,2021-09-01,2021-06-30
Stripe,"Stripe, Inc. - Class B",12/17/2019,12/17/2019,1,807093.0,1035487.0,28.298349756471673,,False,https://www.sec.gov/Archives/edgar/data/1039001/000110465923098122/tm2321466d16_ncsrs.htm,,,Voya PARTNERS INC  (CIK 0001039001),0001039001,0001104659-23-098122,N-CSRS,2023-09-05,2023-06-30
Stripe,"Stripe, Inc. - Common Stock",06/28/24,06/28/24,1,355.0,618.0,74.0845070422535,10.0,False,https://www.sec.gov/Archives/edgar/data/1867090/000199937126011950/fundrise-ncsra_033126.htm,35.5,61.8,"Fundrise Innovation Fund, LLC  (VCX)  (CIK 0001867090)",0001867090,0001999371-26-011950,N-CSR,2026-06-03,2026-03-31
Stripe,"Stripe, Inc., Class B",12/17/2019,12/17/2019,1,168824.0,124934.0,-25.997488508742826,10760.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465920070886/tm2014395-1_ncsr.htm,15.68996282527881,11.61096654275093,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-20-070886,N-CSR,2020-06-08,2020-03-31
Stripe,"Stripe, Inc., Class B",12/17/2019,12/17/2019,1,168824.0,168824.0,0.0,10760.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465920133084/tm2030614d1_ncsrs.htm,15.68996282527881,15.68996282527881,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-20-133084,N-CSRS,2020-12-08,2020-09-30
Stripe,"Stripe, Inc., Class B",12/17/2019,12/17/2019,1,168824.0,431153.0,155.38608254750508,10760.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465921078167/tm213444d1_ncsr.htm,15.68996282527881,40.06998141263941,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-21-078167,N-CSR,2021-06-08,2021-03-31
Stripe,"Stripe, Inc., Class B",12/17/2019,12/17/2019,1,168824.0,441913.0,161.75958394541058,10760.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465922069195/tm228187d1_ncsr.htm,15.68996282527881,41.06998141263941,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-22-069195,N-CSR,2022-06-08,2022-03-31
Stripe,"Stripe, Inc., Class B",12/17/2019,12/17/2019,1,168824.0,535525.0,217.20904610718856,10760.0,False,https://www.sec.gov/Archives/edgar/data/1003239/000110465921146255/tm2129458d1_ncsrs.htm,15.68996282527881,49.7699814126394,SEASONS SERIES TRUST  (CIK 0001003239),0001003239,0001104659-21-146255,N-CSRS,2021-12-03,2021-09-30
Stripe,"Stripe, Inc., Class B (a)(b)",5/6/2021,5/6/2021,1,7726000.0,7975000.0,3.222883769091389,,True,https://www.sec.gov/Archives/edgar/data/894005/000119312526031038/8de59f78dba7485.htm,,,CAPITAL WORLD GROWTH & INCOME FUND  (CIK 0000894005),0000894005,0001193125-26-031038,N-CSR,2026-01-30,2025-11-30
Stripe,"Stripe, Inc., Class B (a)(b)(c)",5/6/2021,5/6/2021,1,7726000.0,6493000.0,-15.95909914574165,,True,https://www.sec.gov/Archives/edgar/data/894005/000114554925050259/8ddcafed90be9d0.htm,,,CAPITAL WORLD GROWTH & INCOME FUND  (CIK 0000894005),0000894005,0001145549-25-050259,N-CSRS,2025-07-31,2025-05-31
Stripe,"Stripe, Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/729528/000114554925057870/8dde72496ff4036.htm,,,AMERICAN FUNDS INSURANCE SERIES  (CIK 0000729528),0000729528,0001145549-25-057870,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe, Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/778207/000119312525194969/d897817dncsrs.htm,,,TRANSAMERICA SERIES TRUST  (CIK 0000778207),0000778207,0001193125-25-194969,N-CSRS,2025-09-03,2025-06-30
Stripe,"Stripe, Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/1126087/000119312525196817/d847693dncsrs.htm,,,Brighthouse Funds Trust I  (CIK 0001126087),0001126087,0001193125-25-196817,N-CSRS,2025-09-05,2025-06-30
Stripe,"Stripe, Inc., Class B (a)(c)",5/6/2021,5/6/2021,1,6766000.0,5985000.0,-11.54300916346438,,True,https://www.sec.gov/Archives/edgar/data/756913/000168386325007147/f42696d1.htm,,,JOHN HANCOCK VARIABLE INSURANCE TRUST  (CIK 0000756913),0000756913,0001683863-25-007147,N-CSRS,2025-08-29,2025-06-30
Stripe,"Stripe, Inc., Class B (a)(c)",5/6/2021,8/24/2023,2,8431000.0,7731000.0,-8.302692444549875,,True,https://www.sec.gov/Archives/edgar/data/4405/000119312525260191/8de15824090a364.htm,,,AMCAP FUND  (CIK 0000004405),0000004405,0001193125-25-260191,N-CSRS,2025-10-31,2025-08-31
Stripe,"Stripe, Inc., Class B (a)(c)",8/24/2023,5/6/2021,2,2346000.0,2634000.0,12.27621483375958,,True,https://www.sec.gov/Archives/edgar/data/719608/000119312526031021/8de5d4403410d85.htm,,,NEW ECONOMY FUND  (CIK 0000719608),0000719608,0001193125-26-031021,N-CSR,2026-01-30,2025-11-30
